,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
18,bhindi masala gravy recipe,"['two', 'zero', 'point', 'five', 'ladi', 'finger', 'bhindi', 'cut', 'one', 'inch', 'piec', 'three', 'oil', 'one', 'bay', 'leaf', 'tejpatta', 'one', 'cardamom', 'elaichi', 'zero', 'point', 'five', 'fine', 'chop', 'onion', 'one', 'chilli', 'powder', 'one', 'coriand', 'dhania', 'powder', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'powder', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'zero', 'point', 'two', 'five', 'garam', 'masala', 'zero', 'point', 'five', 'sugar', 'salt', 'one', 'fresh', 'cream', 'zero', 'point', 'five', 'dri', 'fenugreek', 'leav', 'kasuri', 'methi', 'two', 'fine', 'chop', 'coriand', 'dhania', 'one', 'roughli', 'chop', 'tomato', 'zero', 'point', 'five', 'chop', 'ginger', 'adrak', 'two', 'roughli', 'chop', 'garlic', 'lehsun', 'one', 'roughli', 'chop', 'green', 'chilli', 'zero', 'point', 'two', 'five', 'curd', 'dahi', 'two', 'clove', 'laung', 'lavang', 'one', 'cardamom', 'elaichi', 'one', 'small', 'stick', 'cinnamon', 'dalchini']","For bhindi masala gravy To make bhindi masala gravy, heat 1 tbsp of oil in a deep non-stick pan, add the ladies finger and sauté on a medium flame for 7 to 8 minutes or till light brown in colour.Remove in a plate and keep aside.In the same deep non-stick, heat the remaining 2 tbsp of oil, add the bayleaf and cardamom and sauté on a medium flame for a few seconds.Add the onions and sauté on a medium flame for 4 minutes or till the turn golden brown in colour.Add the chilli powder, cumin seeds powder, coriander powder, turmeric powder, prepared tomato paste, garam masala, sugar and salt, mix well and cook on a medium flame for 4 minutes, while stirring continuously.Add the sautéed ladies finger, mix well and cook on a medium flame for 2 minutes, while stirring occasionally.Add ¾ cup of water, mix well and cook on a medium flame for 4 minutes, while stirring occasionally.Add the fresh cream, dried fenugreek leaves and coriander, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally.Serve the bhindi masala gravy hot.",40 Mins,4 servings,"['nonstick', 'pan', 'indian', 'dinner', 'indian', 'lunch', 'lunch', 'sabzi', 'sabzi', 'gravi', 'sabzi', 'curri', 'easi', 'vegetarian', 'curri', 'indian', 'curri', 'recip', 'north', 'indian', 'south', 'indian', 'tradit', 'indian', 'sabzi', 'vitaminkdiet']",160.0,2.0,7.2,2.3,13.4,13.1
19,sprouted and boiled matki recipe,"['one', 'matki', 'moath', 'bean', 'wash', 'drain', 'salt']","For sprouted and boiled matki Clean and wash the matki and combine it with enough water in a deep bowl. Cover with a lid and keep aside to soak for 6 hours.Drain completely and place them on a muslin cloth. Bring together all the sides of the muslin cloth, twist it and place it upside down in a deep bowl.Dab it with water and keep aside in a warm place to sprout for 10 to 12 hours.Once they matki sprouts are ready, boil 1¼ cups of water and salt in a deep non-stick pan and mix well.Add the matki sprouts to it and mix well. Cover with a lid and cook on a medium flame for 15 minutes, while stirring occasionally.Use the sprouted and boiled matki as required.",16 Mins,4 servings,"['starter', 'snack', 'chaat', 'sprout', 'sprout', 'diabet', 'sprout', 'sproutsdiabet']",237.0,16.9,40.5,3.2,0.8,21.1
20,refried beans,"['one', 'rajma', 'kidney', 'bean', 'zero', 'point', 'five', 'chop', 'tomato', 'zero', 'point', 'two', 'five', 'chop', 'onion', 'zero', 'point', 'five', 'chop', 'garlic', 'lehsun', 'one', 'fine', 'chop', 'green', 'chilli', 'salt', 'one', 'oil', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'onion', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'five', 'roast', 'cumin', 'seed', 'jeera', 'powder', 'one', 'sugar', 'one', 'butter']","For refried beans To make the refried beans, soak the rajma in enough water in a deep bowl and keep aside for overnight. Next day, drain well,Combine the rajma, tomatoes, chopped onions, garlic, green chillies, salt and 1 cup of water in a pressure cooker and pressure cook for 5 whistles.Allow the steam to escape before opening the lid. Keep the rajma mixture aside.Heat the oil in a broad non-stick pan, add the finely chopped onions and sauté on a medium flame for 1 minute.Add the rajma mixture, chilli powder, cumin seed powder, sugar, butter and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.Mash the mixture lightly using a potato masher.Use the refried beans as required.",30 Mins,4 servings,"['nonstick', 'pan', 'pressur', 'cooker', 'mexican', 'vegetarian', 'mexican', 'main', 'dish', 'high', 'protein', 'intern', 'highproteininternationalwestern']",295.0,13.1,38.6,3.3,9.8,41.8
21,Palak Dal Soup for Babies and Toddler,"['zero', 'point', 'five', 'shred', 'spinach', 'palak', 'one', 'green', 'moong', 'dal', 'split', 'green', 'gram', 'wash', 'drain']","For palak dal soup for babies and toddlerTo make palak dal soup for babies and toddler, combine the spinach, green moong dal and ¾ cup of water in a pressure cooker, mix well and pressure cook for 3 whistles.Allow the steam to escape before opening the lid.Cool slightly and blend in a mixer till smooth.Transfer the mixture into a deep non-stick pan and cook on a medium flame for 1 minute.Serve the palak dal soup for babies and toddler lukewarm.",16 Mins,4 servings,"['mixer', 'nonstick', 'pan', 'calcium', 'rich', 'indian', 'recip', 'calcium', 'indian', 'rich', 'soup', 'indian', 'cancer', 'patient', 'calciumrichsoup']",57.0,4.0,9.3,1.9,0.4,21.5
22,Rajma Cucumber and Carrot Salad,"['one', 'thinli', 'slice', 'carrot', 'one', 'thinli', 'slice', 'cucumb', 'zero', 'point', 'five', 'soak', 'boil', 'rajma', 'kidney', 'bean', 'zero', 'point', 'five', 'slice', 'spring', 'onion', 'white', 'green', 'two', 'fine', 'chop', 'mint', 'leav', 'phudina', 'four', 'honey', 'one', 'lemon', 'juic', 'salt']","Combine all the ingredients for the salad in a bowl, toss well and refrigerate for at least 1 hour.Just before serving, add the mint dressing and toss well.Serve immediately.",15 Mins,4 servings,"['indian', 'salad', 'indian', 'salad', 'dress', 'antioxid', 'rich', 'indian', 'antioxid', 'rich', 'flavonoid', 'isoflavon', 'type', 'flavonoid', 'healthi', 'heart', 'recip', 'healthi', 'heart', 'indian', 'salad', 'high', 'fiber', 'irondeficiencyanaemiahypothyroidismdiet', 'isoflavonesatypeofflavonoidsantioxid', 'magnesiumrichsalad', 'magnesiumrichhealthi']",68.0,2.1,14.9,2.9,0.3,15.0
23,oats khichdi recipe,"['zero', 'point', 'five', 'quick', 'cook', 'roll', 'oat', 'two', 'yellow', 'moong', 'dal', 'split', 'yellow', 'gram', 'wash', 'drain', 'one', 'zero', 'point', 'five', 'oil', 'zero', 'point', 'five', 'green', 'chilli', 'past', 'one', 'garlic', 'lehsun', 'past', 'turmer', 'powder', 'haldi', 'salt', 'low', 'fat', 'curd', 'dahi']","For oats khichdiTo make oats khichdi, heat the oil in a pressure cooker, add the green chilli paste, garlic paste and turmeric powder and sauté on a medium flame for a few seconds.Add the oats and yellow moong dal and sauté on a medium flame for 2 to 3 minutesAdd 2 cups of hot water and salt, mix well and pressure cook for 2 whistles.Allow the steam to escape before opening the lid.Serve oats khichdi immediately with low-fat curds.Handy tip:Serving this oats khichdi immediately is important to avoid it being lumpy and sticky.",19 Mins,4 servings,"['indian', 'comfort', 'food', 'comfort', 'food', 'rice', 'khichdi', 'indian', 'rice', 'collect', 'khichdi', 'recip', 'healthi', 'indian', 'dinner', 'healthi', 'quick', 'indian', 'dinner', 'recip', 'high', 'fiber', 'solubl', 'fibr', 'indian', 'diet', 'solublefibrediet', 'hypothyroidismvegdietindianrecip', 'pregnancyfirsttrimest', 'jaundicediet', 'irritablebowelsyndrom', 'diettipsforpregnancyhypothyroid', 'pregnancythirdtrimest', 'lowcalorielunch', 'diabetickhichdi', 'diabetesandhealthyheart', 'healthyindiandinnerveg', 'lowcalweightlossricepulaokhichdibiryani', 'jaundicerecoverydiet', 'pregnancyricekhichdipulao', 'healthyquickindiandinn', 'dinnerforcancerpati', 'indianveganrecipesforkid']",157.0,6.6,20.7,3.1,5.4,3.8
24,Carrot and Cabbage High Fibre Chutney Open Toast,"['one', 'thickli', 'grate', 'carrot', 'one', 'shred', 'cabbag', 'green', 'chutney', 'six', 'whole', 'wheat', 'bread', 'slice', 'salt', 'one', 'zero', 'point', 'seven', 'five', 'oil', 'greas', 'cook']","Combine the high fibre chutney, cabbage, carrots and salt in a bowl, mix well and keep aside.Place 2 bread slices on a flat surface and spread a portion of the chutney-vegetable topping evenly over the bread slices.Heat and grease a non-stick tava (griddle) using ¼ tsp of oil and place each open toast with the mixture side facing downwards and cook, using ¼ tsp of oil, till it turns golden brown in colour from both the sides.Repeat steps 2 and 3 to make 2 more batches.Cut each toast into 4 equal triangles and serve immediately.",15 Mins,4 servings,"['tava', 'indian', 'tawa', 'indian', 'breakfast', 'recip', 'quick', 'breakfast', 'vegetarian', 'breakfast', 'sandwich', 'healthi', 'heart', 'recip', 'healthi', 'heart', 'breakfast', 'healthysandwichbreakfast']",75.0,2.2,12.4,1.4,1.8,8.0
25,almond bread toast with avocado recipe,"['pita', 'bread', 'twentyfour', 'slice', 'avocado', 'oliv', 'oil', 'spread', 'one', 'zero', 'point', 'five', 'oliv', 'oil', 'drizzl', 'sea', 'salt', 'khada', 'namak', 'freshli', 'ground', 'black', 'pepper', 'kalimirch', 'one', 'zero', 'point', 'five', 'lemon', 'juic', 'almond', 'bread', 'slice', 'cherri', 'tomato', 'halv']","For almond bread toast with avocado To make almond bread toast with avocado, place 6 almond bread slices on a greased baking tray and apply a little olive oil on each bread slice.Bake in pre-heated oven at 200°c (400°f) for 10 minutes, or till they turn light brown.Cool slightly and arrange a few avocado slices on each toasted bread slice.Drizzle 1/4 tsp of olive oil and little sea salt evenly over each toast.Sprinkle fresh ground black pepper powder to taste.Drizzle 1/4 tsp of lemon juice on each toast.Serve almond bread toast with avocado immediately.Variation:With almond butter and avocado Take 6 toasted almond bread slices and apply 1/2 tsp almond butter on each slice.Place a few avacado slices, sprinkle some sea salt and pepper powder to taste, drizzle a little lemon juice and olive oil on each toast and serve.With almond butter avocado and cheery tomatoes Take 6 toasted almond bread slices and apply 1/2 tsp almond butter on each slice.Place a few avacado slices and chopped cherry tomatoes.Sprinkle some sea salt and pepper powder to taste, drizzle a little lemon juice and olive oil on each toast and serve.",15 Mins,4 servings,"['oven', 'indian', 'breakfast', 'recip', 'vegetarian', 'breakfast', 'sandwich', 'starter', 'snack', 'bake', 'indian', 'vegetarian', 'snack', 'bread', 'snack', 'even', 'tea', 'snack', 'lowcarbbreakfast', 'potassiumrichbreakfast', 'lactosefreedairyfre', 'vitaminerichrecipesforeyehealthandvis', 'lactosefreediaryfreebak']",188.0,4.1,7.8,5.5,17.0,228.4
26,Suva Chawal Roti (  Gluten Free Recipe),"['zero', 'point', 'two', 'five', 'chop', 'dill', 'leav', 'shepu', 'suva', 'bhaji', 'zero', 'point', 'seven', 'five', 'brown', 'rice', 'flour', 'one', 'fine', 'chop', 'green', 'chilli', 'salt', 'brown', 'rice', 'flour', 'roll', 'oil', 'cook']","Combine all the ingredients in a deep bowl and knead into semi stiff dough,using enough warm water.Divide the dough into 4 equal portions and roll each portion into a circle of 125 mm (5"") diameter, using a little brown rice flour for rolling.Cook each roti on a hot non-stick tava (girddle), using a little oil, till it turns golden brown in colour from both sides.Serve immediately.",25 Mins,4 servings,"['gluten', 'free', 'veg', 'indian', 'gluten', 'free', 'roti', 'glutenfreeroti']",110.0,1.8,18.4,1.1,3.2,1.9
27,Dal Moghlai ( Low Cholesterol Recipe),"['zero', 'point', 'seven', 'five', 'toovar', 'arhar', 'dal', 'zero', 'point', 'two', 'five', 'chana', 'dal', 'split', 'bengal', 'gram', 'one', 'chop', 'tomato', 'two', 'chop', 'bottl', 'gourd', 'doodhi', 'lauki', 'cut', 'big', 'piec', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'one', 'cumin', 'seed', 'jeera', 'zero', 'point', 'five', 'chop', 'garlic', 'lehsun', 'one', 'chop', 'green', 'chilli', 'one', 'grate', 'ginger', 'adrak', 'zero', 'point', 'seven', 'five', 'slice', 'onion', 'two', 'oil', 'salt', 'two', 'chop', 'coriand', 'dhania']","For dal moghlaiTo make dal moghlai,clean, wash and soak the dals for about 30 minutes. Drain.Add the tomatoes, bottle gourd, turmeric powder, salt and 3 cups of water and pressure cook till the dals are tender.Heat the oil in a large non-stick pan and add the cumin seeds.When the seeds crackle, add the garlic, green chillies, ginger and onions and sauté till the onions turn golden brown in colour. Sprinkle about 1 tablespoon of water over it to prevent the onions from burning.Add the cooked dal mixture and 1 cup of water and bring to boil.Serve dal moghlai hot garnished with coriander.",35 Mins,4 servings,"['nonstick', 'pan', 'pressur', 'cooker', 'boil', 'indian', 'recip', 'indian', 'pressur', 'cooker', 'indian', 'dal', 'kadhi', 'celebr', 'dal', 'low', 'calori', 'dal', 'low', 'calori', 'kadhi', 'indian', 'veg', 'recip', 'hypothyroidismvegdietindianrecip', 'seniorcitizeneasytochew', 'irondeficiencyanaemiahypothyroidismdiet', 'highcholesterolhypothyroidismdiet', 'lowcaloriedalkadhisforweightloss', 'lowcholesterolsubzisd', 'diabeticdalkadhirecip', 'highproteind', 'healthyheartdalkadhi', 'seniorcitizenhealthyheartlowcholesterol', 'seniorcitizenindian']",130.0,6.7,19.8,4.6,2.6,16.5
28,green pea and basil soup recipe,"['one', 'green', 'pea', 'two', 'oliv', 'oil', 'two', 'mint', 'onion', 'chutney', 'zero', 'point', 'five', 'chop', 'spring', 'onion', 'white', 'zero', 'point', 'two', 'five', 'chop', 'basil', 'leav', 'zero', 'point', 'two', 'five', 'salt', 'zero', 'point', 'two', 'five', 'freshli', 'ground', 'black', 'pepper', 'kalimirch']","For green pea and basil soupTo make  green pea and basil soup , heat the oil in a deep non-stick pan, add the spring onions and sauté on a medium flame for 1 minute.Add the green peas and 3 cups of vegetable stock or hot water and mix well. Cook on a medium flame for 7 to 8 minutes.Add the basil leaves.Let the mixture cool slightly, then use a hand blender to blend it until smooth. Were using a hand blender because of the large amount of liquid, but you could use a mixer if you prefer.Add 1/4 tsp salt. We are using this recipe to control blood pressure. If you are healthy, then add salt to taste and pepper, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally.Serve  green pea and basil soup  hot.",23 Mins,4 servings,"['nonstick', 'pan', 'indian', 'soup', 'thick', 'creami', 'indian', 'soup', 'antioxid', 'rich', 'indian', 'antioxid', 'indian', 'b', 'vitamin', 'quickhealthyindiansoup', 'healthythickcreamysoup']",101.0,4.5,13.1,6.0,3.5,286.3
29,sprouts toast recipe,"['one', 'boil', 'mix', 'sprout', 'moong', 'matki', 'chana', 'etc', 'one', 'chilli', 'powder', 'one', 'chaat', 'masala', 'one', 'cumin', 'seed', 'jeera', 'powder', 'one', 'zero', 'point', 'five', 'lemon', 'juic', 'salt', 'eight', 'whole', 'wheat', 'bread', 'slice', 'two', 'butter', 'brush', 'two', 'iceberg', 'lettuc', 'leav', 'torn', 'piec', 'four', 'grate', 'carrot']","For the mixed sprouts toppingCombine all the ingredients in a deep bowl and mash lightly using the back of a spoon.Divide the mixture into 8 equal portions and keep aside.How to proceedTo make the sprouts toast, cut each whole wheat bread slice into a round of 50 mm. (2”) using a cookie cutter.Apply ¼ tsp of butter on each bread roundel, arrange them on a baking tray with the buttered side facing upwards and bake in a pre-heated oven at 180°c (360°f) for 8 to 10 minutes or till crisp.Place a toasted bread roundel on a clean, flat surface, put a small piece of lettuce, a portion of the stuffing and 1 tbsp of carrots evenly over it.Repeat step 3 to make 7 more toasts.Serve the sprouts toast immediately.",15 Mins,4 servings,"['oven', 'vegetarian', 'bake', 'indian', 'recip', 'starter', 'snack', 'indian', 'toast', 'recip', 'low', 'calori', 'indian', 'snack', 'healthi', 'indian', 'breakfast', 'healthi', 'breakfast', 'sandwich', 'healthysandwichbreakfast', 'sprout', 'sproutsweightloss', 'sproutsdiabet', 'sproutssnack', 'sproutshealthyheart']",79.0,3.2,14.1,1.5,1.1,10.8
30,bajra raab recipe,"['one', 'ghee', 'one', 'zero', 'point', 'five', 'bajra', 'black', 'millet', 'flour', 'one', 'grate', 'jaggeri', 'gur', 'zero', 'point', 'one', 'two', 'five', 'carom', 'seed', 'ajwain', 'zero', 'point', 'one', 'two', 'five', 'dri', 'ginger', 'adrak', 'powder']","For bajra raab To make bajra raab, heat the ghee in a non-stick kadhai, add the bajra flour and sauté on a medium flame for 1 to 1½ minutes or till the flour turns light brown in colour.Add 1 cup of water and jaggery, mix well and cook on a medium flame for 1½ minutes, while stirring continuously with a whisk.Add the carom seeds and ginger powder, mix well and cook on a medium flame for ½ minute, while stirring continuously with a whisk.Serve the bajra raab immediately.",5 Mins,4 servings,"['nonstick', 'pan', 'indian', 'breakfast', 'recip', 'jain', 'breakfast', 'quick', 'breakfast', 'indian', 'veg', 'recip', 'gujarati', 'gujarati', 'drink', 'enhanc', 'breast', 'milk', 'product', 'enhancingbreastmilkproduct']",157.0,1.5,25.2,1.4,5.6,1.3
31,moong soup recipe,"['zero', 'point', 'five', 'moong', 'whole', 'green', 'gram', 'one', 'oil', 'zero', 'point', 'two', 'five', 'cumin', 'seed', 'jeera', 'four', 'five', 'curri', 'leav', 'kadi', 'patta', 'zero', 'point', 'two', 'five', 'asafoetida', 'hing', 'salt', 'two', 'lemon', 'juic', 'two', 'fine', 'chop', 'coriand', 'dhania']","For nourishing moong soup To make nourishing moong soup, clean and wash the moong, add 5 cups of water and pressure cook for 3 to 4 whistles.Allow the steam to escape before opening the lid.Heat the oil in a deep non-stick pan and add the cumin seeds.When the seeds crackle, add the curry leaves, asafoetida and moong(along with water), mix well and bring to boil.Add the lemon juice and mix well. Serve the nourishing moong soup hot garnished with coriander.Handy tip: To enhance the nutritive value of the nourishing moong soup, add ¼ cup of low-fat chopped paneer and ¼ cup of grated carrots after step 4 and simmer till the carrots are tender.",25 Mins,4 servings,"['nonstick', 'pan', 'pressur', 'cooker', 'indian', 'soup', 'indian', 'clear', 'soup', 'low', 'calori', 'vegetarian', 'soup', 'healthi', 'indian', 'lunch', 'soup', 'healthylunchsouprecip']",110.0,6.9,16.9,4.9,1.7,8.2
32,Fenugreek and Mushroom Brown Rice,"['two', 'chop', 'fenugreek', 'leav', 'methi', 'one', 'slice', 'mushroom', 'khumbh', 'one', 'brown', 'rice', 'two', 'oil', 'two', 'fine', 'chop', 'green', 'chilli', 'one', 'fine', 'chop', 'ginger', 'adrak', 'one', 'fine', 'chop', 'garlic', 'lehsun', 'one', 'fine', 'chop', 'onion', 'zero', 'point', 'five', 'fine', 'chop', 'tomato', 'zero', 'point', 'five', 'brinjal', 'baingan', 'eggplant', 'cube', 'zero', 'point', 'five', 'surti', 'papdi', 'seed', 'fresh', 'vaal', 'seed', 'zero', 'point', 'five', 'chilli', 'powder', 'salt', 'two', 'fine', 'chop', 'coriand', 'dhania']","Heat the oil in a pressure cooker, add the green chillies, ginger, garlic, and onions and sauté on a medium flame for 2 minutes.Add the fenugreek leaves, mushrooms, tomatoes, brinjals, surti papadi seeds,and chilli powder, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally.Add the brown rice, 2¼ cups of hot water and salt, mix well and pressure cook for 4 whistles.Allow the steam to escape before opening the lid.Serve hot garnished with coriander.",40 Mins,4 servings,"['pressur', 'cooker', 'indian', 'pressur', 'cooker', 'main', 'cours', 'recip', 'indian', 'rice', 'low', 'cal', 'rice', 'recip', 'pulao', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'lowcaloriedinn', 'highcholesterolhypothyroidismdiet', 'diabeteshypothyroidismdiet', 'diabetickhichdi', 'lowcalweightlossricepulaokhichdibiryani', 'weightlosshypothyroiddiet', 'healthyheartric', 'highproteinpulaobiryani', 'homeremediestoimproveeyesight', 'seniorcitizenweightloss', 'seniorcitizenric']",151.0,3.9,27.6,3.3,2.8,19.9
